Telledata: Rådata;;;;;Felt 1,3;Fra Åsane Senter;;;
Utskriftsdato: 27. februar 2017;;;;;Felt 2,4,6;Til Åsane Senter;;;
Tellepunkt: 1204350 - ÅSAMYRENE FV267;;;;;;;;
FV 267 Hp: 2 Km: 4660;;;;;;;;
date;time;roadLaneMeasured;numOfVehicles;numOfVehiclesClass1;numOfVehiclesClass2;numOfVehiclesClass3;numOfVehiclesClass4;numOfVehiclesClass5;;
01.09.2016;03:00;6;0;0;0;0;0;0
01.09.2016;04:00;1;3;3;0;0;0;0
01.09.2016;04:00;2;0;0;0;0;0;0
01.09.2016;04:00;3;5;2;1;1;0;1
01.09.2016;04:00;4;4;1;0;1;0;2
01.09.2016;04:00;6;0;0;0;0;0;0
01.09.2016;05:00;1;2;2;0;0;0;0
01.09.2016;05:00;2;2;2;0;0;0;0
01.09.2016;05:00;3;6;4;0;0;0;2
01.09.2016;05:00;4;1;1;0;0;0;0
01.09.2016;05:00;6;0;0;0;0;0;0
01.09.2016;06:00;1;3;2;0;1;0;0
01.09.2016;06:00;2;17;13;0;1;2;1
01.09.2016;06:00;3;7;5;0;2;0;0
01.09.2016;06:00;4;8;6;0;1;1;0
01.09.2016;06:00;6;1;0;0;0;0;1
01.09.2016;07:00;1;38;34;1;1;2;0
01.09.2016;07:00;2;61;55;0;2;4;0
01.09.2016;07:00;3;48;33;3;5;5;2
01.09.2016;07:00;4;84;69;2;7;4;2
01.09.2016;07:00;6;11;1;1;1;5;3
01.09.2016;08:00;1;69;64;2;1;2;0
01.09.2016;08:00;2;151;143;3;4;1;0
01.09.2016;08:00;3;97;66;7;12;8;4
01.09.2016;08:00;4;172;147;10;10;2;3
01.09.2016;08:00;6;18;2;0;1;10;5
01.09.2016;09:00;1;71;64;4;1;2;0
01.09.2016;09:00;2;143;132;4;5;2;0
01.09.2016;09:00;3;148;116;8;12;6;6
01.09.2016;09:00;4;215;187;13;11;4;0
01.09.2016;09:00;6;13;0;0;1;6;6
01.09.2016;10:00;1;71;62;3;5;1;0
01.09.2016;10:00;2;116;100;4;9;3;0
01.09.2016;10:00;3;196;152;16;12;8;8
01.09.2016;10:00;4;191;173;8;6;1;3
01.09.2016;10:00;6;12;0;0;1;6;5
01.09.2016;11:00;1;77;67;7;2;1;0
01.09.2016;11:00;2;140;122;4;8;3;3
01.09.2016;11:00;3;253;206;16;17;7;7
01.09.2016;11:00;4;343;311;15;15;1;1
01.09.2016;11:00;6;11;1;0;0;5;5
01.09.2016;12:00;1;129;115;4;9;1;0
01.09.2016;12:00;2;178;160;11;5;2;0
01.09.2016;12:00;3;397;353;12;18;7;7
01.09.2016;12:00;4;425;402;8;14;1;0
01.09.2016;12:00;6;15;1;0;1;6;7
01.09.2016;13:00;1;163;153;4;5;1;0
01.09.2016;13:00;2;178;163;9;4;2;0
01.09.2016;13:00;3;412;380;10;11;6;5
01.09.2016;13:00;4;414;395;8;9;1;1
01.09.2016;13:00;6;10;1;0;1;5;3
01.09.2016;14:00;1;168;156;5;4;1;2
01.09.2016;14:00;2;169;159;6;3;0;1
01.09.2016;14:00;3;429;391;14;9;9;6
01.09.2016;14:00;4;374;347;17;8;1;1
01.09.2016;14:00;6;13;0;1;2;7;3
01.09.2016;15:00;1;187;172;7;2;4;2
01.09.2016;15:00;2;201;190;1;8;1;1
01.09.2016;15:00;3;471;426;12;17;8;8
01.09.2016;15:00;4;379;358;10;8;2;1
01.09.2016;15:00;6;10;0;0;1;4;5
01.09.2016;16:00;1;289;273;10;3;3;0
01.09.2016;16:00;2;219;209;6;1;2;1
01.09.2016;16:00;3;526;493;5;13;10;5
01.09.2016;16:00;4;367;359;3;2;2;1
01.09.2016;16:00;6;17;2;0;3;6;6
01.09.2016;17:00;1;309;299;6;3;1;0
01.09.2016;17:00;2;207;197;3;3;3;1
01.09.2016;17:00;3;513;480;7;10;8;8
01.09.2016;17:00;4;388;372;7;6;1;2
01.09.2016;17:00;6;15;3;0;1;5;6
01.09.2016;18:00;1;195;186;5;3;1;0
01.09.2016;18:00;2;186;177;0;5;4;0
01.09.2016;18:00;3;419;394;3;7;7;8
01.09.2016;18:00;4;470;454;9;4;2;1
01.09.2016;18:00;6;13;3;0;0;5;5
01.09.2016;19:00;1;209;205;0;4;0;0
01.09.2016;19:00;2;190;183;3;3;1;0
01.09.2016;19:00;3;476;454;4;5;7;6
01.09.2016;19:00;4;433;418;3;9;3;0
01.09.2016;19:00;6;8;2;0;0;3;3
01.09.2016;20:00;1;170;167;1;1;1;0
01.09.2016;20:00;2;157;152;2;1;1;1
01.09.2016;20:00;3;484;457;5;9;6;7
01.09.2016;20:00;4;395;388;3;2;0;2
01.09.2016;20:00;6;10;1;0;2;2;5
01.09.2016;21:00;1;128;124;3;0;1;0
01.09.2016;21:00;2;95;92;1;0;1;1
01.09.2016;21:00;3;363;346;1;5;5;6
01.09.2016;21:00;4;218;210;6;1;0;1
01.09.2016;21:00;6;8;0;0;1;4;3
01.09.2016;22:00;1;91;90;0;0;1;0
01.09.2016;22:00;2;59;55;1;1;2;0
01.09.2016;22:00;3;237;222;3;2;5;5
01.09.2016;22:00;4;99;97;0;1;1;0
01.09.2016;22:00;6;5;0;0;0;2;3
01.09.2016;23:00;1;51;50;0;0;1;0
01.09.2016;23:00;2;34;30;1;0;3;0
01.09.2016;23:00;3;69;63;1;0;2;3
01.09.2016;23:00;4;38;35;0;0;2;1
01.09.2016;23:00;6;1;0;0;1;0;0
01.09.2016;24:00;1;23;21;0;1;1;0
01.09.2016;24:00;2;16;16;0;0;0;0
01.09.2016;24:00;3;23;16;0;1;3;3
01.09.2016;24:00;4;13;10;0;0;2;1
01.09.2016;24:00;6;2;0;0;1;0;1
02.09.2016;01:00;1;11;10;0;1;0;0
02.09.2016;01:00;2;8;7;0;1;0;0
02.09.2016;01:00;3;16;9;0;0;4;3
02.09.2016;01:00;4;6;4;0;0;0;2
02.09.2016;01:00;6;0;0;0;0;0;0
02.09.2016;02:00;1;2;2;0;0;0;0
02.09.2016;02:00;2;4;4;0;0;0;0
02.09.2016;02:00;3;3;1;0;0;0;2
02.09.2016;02:00;4;3;3;0;0;0;0
02.09.2016;02:00;6;0;0;0;0;0;0
02.09.2016;03:00;1;0;0;0;0;0;0
02.09.2016;03:00;2;2;2;0;0;0;0
02.09.2016;03:00;3;2;2;0;0;0;0
02.09.2016;03:00;4;0;0;0;0;0;0
02.09.2016;03:00;6;0;0;0;0;0;0
02.09.2016;04:00;1;4;3;1;0;0;0
02.09.2016;04:00;2;0;0;0;0;0;0
02.09.2016;04:00;3;3;2;1;0;0;0
02.09.2016;04:00;4;4;4;0;0;0;0
02.09.2016;04:00;6;0;0;0;0;0;0
02.09.2016;05:00;1;3;3;0;0;0;0
02.09.2016;05:00;2;2;2;0;0;0;0
02.09.2016;05:00;3;6;5;0;0;0;1
02.09.2016;05:00;4;4;4;0;0;0;0
02.09.2016;05:00;6;0;0;0;0;0;0
02.09.2016;06:00;1;7;6;0;1;0;0
02.09.2016;06:00;2;18;15;0;1;2;0
02.09.2016;06:00;3;8;6;0;0;2;0
02.09.2016;06:00;4;7;3;0;1;1;2
02.09.2016;06:00;6;0;0;0;0;0;0
02.09.2016;07:00;1;39;34;1;1;3;0
02.09.2016;07:00;2;69;59;2;5;1;2
02.09.2016;07:00;3;43;30;1;2;7;3
02.09.2016;07:00;4;81;62;3;10;5;1
02.09.2016;07:00;6;7;1;0;1;3;2
02.09.2016;08:00;1;77;63;8;3;2;1
02.09.2016;08:00;2;164;149;3;8;3;1
02.09.2016;08:00;3;112;79;7;13;8;5
02.09.2016;08:00;4;161;140;11;7;2;1
02.09.2016;08:00;6;19;1;0;3;9;6
02.09.2016;09:00;1;67;59;3;2;1;2
02.09.2016;09:00;2;142;128;5;6;2;1
02.09.2016;09:00;3;137;103;12;11;5;6
02.09.2016;09:00;4;183;159;11;11;2;0
02.09.2016;09:00;6;13;0;0;1;6;6
02.09.2016;10:00;1;62;51;4;5;2;0
02.09.2016;10:00;2;101;92;6;3;0;0
02.09.2016;10:00;3;186;147;12;11;8;8
02.09.2016;10:00;4;239;220;10;6;3;0
02.09.2016;10:00;6;17;0;0;1;10;6
02.09.2016;11:00;1;94;86;6;1;0;1
02.09.2016;11:00;2;128;110;6;7;3;2
02.09.2016;11:00;3;280;245;8;13;8;6
02.09.2016;11:00;4;363;340;13;8;2;0
02.09.2016;11:00;6;10;1;0;1;3;5
02.09.2016;12:00;1;143;130;5;6;1;1
02.09.2016;12:00;2;180;168;7;5;0;0
02.09.2016;12:00;3;445;405;14;12;7;7
02.09.2016;12:00;4;446;416;14;14;1;1
02.09.2016;12:00;6;15;0;0;0;9;6
02.09.2016;13:00;1;164;151;5;6;1;1
02.09.2016;13:00;2;178;163;12;3;0;0
02.09.2016;13:00;3;472;435;13;13;5;6
02.09.2016;13:00;4;498;463;16;14;2;3
02.09.2016;13:00;6;9;0;0;0;5;4
02.09.2016;14:00;1;174;160;5;6;2;1
02.09.2016;14:00;2;183;174;6;1;1;1
02.09.2016;14:00;3;546;503;15;13;9;6
02.09.2016;14:00;4;441;413;16;12;0;0
02.09.2016;14:00;6;16;0;0;2;8;6
02.09.2016;15:00;1;205;190;7;5;2;1
02.09.2016;15:00;2;187;177;6;1;1;2
02.09.2016;15:00;3;518;468;13;19;11;7
02.09.2016;15:00;4;450;431;12;7;0;0
02.09.2016;15:00;6;14;0;0;1;8;5
02.09.2016;16:00;1;379;352;16;7;3;1
02.09.2016;16:00;2;222;212;4;4;1;1
02.09.2016;16:00;3;588;550;13;10;10;5
02.09.2016;16:00;4;415;401;7;5;2;0
02.09.2016;16:00;6;16;1;1;1;7;6
02.09.2016;17:00;1;347;332;6;5;4;0
02.09.2016;17:00;2;170;164;3;3;0;0
02.09.2016;17:00;3;553;516;10;8;13;6
02.09.2016;17:00;4;388;374;9;3;2;0
02.09.2016;17:00;6;14;1;0;1;7;5
02.09.2016;19:00;1;157;151;4;2;0;0
02.09.2016;19:00;2;136;128;3;2;3;0
02.09.2016;19:00;3;445;423;3;5;7;7
02.09.2016;19:00;4;377;364;4;6;3;0
02.09.2016;19:00;6;9;1;0;1;2;5
02.09.2016;20:00;1;145;140;3;0;2;0
02.09.2016;20:00;2;105;96;1;6;2;0
02.09.2016;20:00;3;353;331;5;5;6;6
02.09.2016;20:00;4;288;275;4;7;2;0
02.09.2016;20:00;6;9;1;0;1;1;6
02.09.2016;21:00;1;98;97;0;0;1;0
02.09.2016;21:00;2;70;69;0;0;1;0
02.09.2016;21:00;3;304;283;2;7;6;6
02.09.2016;21:00;4;183;179;2;1;1;0
02.09.2016;21:00;6;7;0;0;0;4;3
02.09.2016;22:00;1;78;76;0;1;1;0
02.09.2016;22:00;2;49;46;2;0;1;0
02.09.2016;22:00;3;151;136;4;2;5;4
02.09.2016;22:00;4;94;88;2;1;3;0
02.09.2016;22:00;6;3;0;0;1;0;2
02.09.2016;23:00;1;36;34;0;1;1;0
02.09.2016;23:00;2;20;18;0;1;1;0
02.09.2016;23:00;3;63;56;1;0;2;4
02.09.2016;23:00;4;42;37;2;0;3;0
02.09.2016;23:00;6;3;0;0;0;0;3
02.09.2016;24:00;1;24;23;0;0;1;0
02.09.2016;24:00;2;19;19;0;0;0;0
02.09.2016;24:00;3;39;32;0;2;2;3
02.09.2016;24:00;4;34;30;0;0;3;1
02.09.2016;24:00;6;2;0;0;0;0;2
03.09.2016;01:00;1;20;19;0;0;1;0
03.09.2016;01:00;2;20;17;1;1;1;0
03.09.2016;01:00;3;25;19;0;1;2;3
03.09.2016;01:00;4;17;16;0;0;0;1
03.09.2016;01:00;6;2;0;0;0;0;2
03.09.2016;02:00;1;8;7;0;0;1;0
03.09.2016;02:00;2;11;11;0;0;0;0
03.09.2016;02:00;3;18;14;0;0;2;2
03.09.2016;02:00;4;11;11;0;0;0;0
03.09.2016;02:00;6;0;0;0;0;0;0
03.09.2016;03:00;1;10;10;0;0;0;0
03.09.2016;03:00;2;6;6;0;0;0;0
03.09.2016;03:00;3;10;8;0;0;1;1
03.09.2016;03:00;4;11;10;1;0;0;0
03.09.2016;03:00;6;0;0;0;0;0;0
03.09.2016;04:00;1;10;9;1;0;0;0
03.09.2016;04:00;2;6;6;0;0;0;0
03.09.2016;04:00;3;6;3;0;0;2;1
03.09.2016;04:00;4;10;9;1;0;0;0
03.09.2016;04:00;6;0;0;0;0;0;0
03.09.2016;05:00;1;4;4;0;0;0;0
03.09.2016;05:00;2;4;4;0;0;0;0
03.09.2016;05:00;3;4;4;0;0;0;0
03.09.2016;05:00;4;3;3;0;0;0;0
03.09.2016;05:00;6;0;0;0;0;0;0
03.09.2016;06:00;1;5;3;0;1;1;0
03.09.2016;06:00;2;3;1;0;1;1;0
03.09.2016;06:00;3;4;4;0;0;0;0
03.09.2016;06:00;4;8;6;0;1;0;1
03.09.2016;06:00;6;0;0;0;0;0;0
03.09.2016;07:00;1;6;6;0;0;0;0
03.09.2016;07:00;2;9;8;0;0;1;0
03.09.2016;07:00;3;4;1;0;1;1;1
03.09.2016;07:00;4;14;9;0;1;2;2
03.09.2016;07:00;6;0;0;0;0;0;0
03.09.2016;08:00;1;10;8;1;1;0;0
03.09.2016;08:00;2;16;14;1;1;0;0
03.09.2016;08:00;3;16;11;0;1;2;2
03.09.2016;08:00;4;20;17;1;2;0;0
03.09.2016;08:00;6;4;0;0;1;2;1
03.09.2016;09:00;1;15;12;1;1;1;0
03.09.2016;09:00;2;24;20;0;2;2;0
03.09.2016;09:00;3;26;18;0;2;2;4
03.09.2016;09:00;4;30;26;2;0;1;1
03.09.2016;09:00;6;3;0;0;0;0;3
03.09.2016;10:00;1;32;26;1;4;0;1
03.09.2016;10:00;2;63;60;1;2;0;0
03.09.2016;10:00;3;74;63;4;2;3;2
03.09.2016;10:00;4;153;150;1;2;0;0
03.09.2016;10:00;6;6;0;0;0;4;2
03.09.2016;11:00;1;67;61;4;1;1;0
03.09.2016;11:00;2;137;129;5;1;2;0
03.09.2016;11:00;3;232;218;3;5;3;3
03.09.2016;11:00;4;358;348;5;5;0;0
03.09.2016;11:00;6;10;1;0;1;2;6
03.09.2016;12:00;1;132;118;2;11;0;1
03.09.2016;12:00;2;162;155;2;3;1;1
03.09.2016;12:00;3;377;358;5;7;2;5
03.09.2016;12:00;4;561;553;6;2;0;0
03.09.2016;12:00;6;10;0;0;1;4;5
03.09.2016;13:00;1;172;166;1;4;1;0
03.09.2016;13:00;2;240;231;2;7;0;0
03.09.2016;13:00;3;538;520;6;3;3;6
03.09.2016;13:00;4;678;660;10;6;2;0
03.09.2016;13:00;6;10;2;0;1;1;6
03.09.2016;14:00;1;242;235;1;5;0;1
03.09.2016;14:00;2;221;213;1;6;1;0
03.09.2016;14:00;3;681;656;9;9;2;5
03.09.2016;14:00;4;744;725;11;8;0;0
03.09.2016;14:00;6;11;1;0;0;4;6
03.09.2016;15:00;1;272;262;4;5;1;0
03.09.2016;15:00;2;242;236;1;3;2;0
03.09.2016;15:00;3;711;689;6;5;4;7
03.09.2016;15:00;4;678;671;4;3;0;0
03.09.2016;15:00;6;10;1;0;1;2;6
03.09.2016;16:00;1;239;228;3;8;0;0
03.09.2016;16:00;2;208;197;4;5;2;0
03.09.2016;16:00;3;628;610;2;4;6;6
03.09.2016;16:00;4;571;556;8;4;3;0
03.09.2016;16:00;6;10;2;0;2;1;5
03.09.2016;17:00;1;232;231;0;0;1;0
03.09.2016;17:00;2;194;185;1;6;2;0
03.09.2016;17:00;3;612;593;3;5;5;6
03.09.2016;17:00;4;475;464;8;3;0;0
03.09.2016;17:00;6;8;0;0;1;2;5
03.09.2016;18:00;1;165;163;1;1;0;0
03.09.2016;18:00;2;133;131;1;1;0;0
03.09.2016;18:00;3;528;508;6;3;5;6
03.09.2016;18:00;4;420;408;6;5;1;0
03.09.2016;18:00;6;8;0;0;1;2;5
03.09.2016;19:00;1;145;142;1;1;1;0
03.09.2016;19:00;2;104;99;3;1;1;0
03.09.2016;19:00;3;407;396;3;2;2;4
03.09.2016;19:00;4;195;187;5;2;1;0
03.09.2016;19:00;6;4;0;0;0;1;3
03.09.2016;20:00;1;65;64;0;1;0;0
03.09.2016;20:00;2;69;66;0;1;2;0
03.09.2016;20:00;3;164;154;1;4;1;4
03.09.2016;20:00;4;136;129;2;4;1;0
03.09.2016;20:00;6;5;0;0;0;2;3
03.09.2016;21:00;1;56;55;0;1;0;0
03.09.2016;21:00;2;67;64;0;2;1;0
03.09.2016;21:00;3;126;117;1;1;4;3
03.09.2016;21:00;4;97;94;1;0;1;1
03.09.2016;21:00;6;3;0;0;0;1;2
03.09.2016;22:00;1;36;35;0;1;0;0
03.09.2016;22:00;2;36;33;0;1;1;1
03.09.2016;22:00;3;72;67;0;1;0;4
03.09.2016;22:00;4;48;45;0;1;1;1
03.09.2016;22:00;6;4;1;0;0;1;2
03.09.2016;23:00;1;27;23;0;4;0;0
03.09.2016;23:00;2;19;16;0;0;1;2
03.09.2016;23:00;3;44;37;0;0;4;3
03.09.2016;23:00;4;26;24;0;1;1;0
03.09.2016;23:00;6;2;0;0;0;0;2
03.09.2016;24:00;1;22;21;0;1;0;0
03.09.2016;24:00;2;21;16;0;1;3;1
03.09.2016;24:00;3;26;20;0;1;2;3
03.09.2016;24:00;4;16;15;0;0;1;0
03.09.2016;24:00;6;1;0;0;0;0;1
04.09.2016;01:00;1;18;16;0;2;0;0
04.09.2016;01:00;2;14;14;0;0;0;0
04.09.2016;01:00;3;22;16;0;2;1;3
04.09.2016;01:00;4;26;24;0;0;1;1
04.09.2016;01:00;6;1;0;0;0;0;1
04.09.2016;02:00;1;18;17;0;0;1;0
04.09.2016;02:00;2;7;7;0;0;0;0
04.09.2016;02:00;3;25;21;1;0;2;1
04.09.2016;02:00;4;19;18;0;1;0;0
04.09.2016;02:00;6;0;0;0;0;0;0
04.09.2016;03:00;1;12;12;0;0;0;0
04.09.2016;03:00;2;10;8;1;0;0;1
04.09.2016;03:00;3;14;12;0;1;0;1
04.09.2016;03:00;4;11;11;0;0;0;0
04.09.2016;03:00;6;0;0;0;0;0;0
04.09.2016;04:00;1;14;12;1;0;1;0
04.09.2016;04:00;2;10;10;0;0;0;0
04.09.2016;04:00;3;19;15;0;0;3;1
04.09.2016;04:00;4;12;12;0;0;0;0
04.09.2016;04:00;6;0;0;0;0;0;0
04.09.2016;05:00;1;11;11;0;0;0;0
04.09.2016;05:00;2;6;6;0;0;0;0
04.09.2016;05:00;3;8;8;0;0;0;0
04.09.2016;05:00;4;4;4;0;0;0;0
04.09.2016;05:00;6;0;0;0;0;0;0
04.09.2016;06:00;1;4;4;0;0;0;0
04.09.2016;06:00;2;4;4;0;0;0;0
04.09.2016;06:00;3;4;4;0;0;0;0
04.09.2016;06:00;4;2;2;0;0;0;0
04.09.2016;06:00;6;0;0;0;0;0;0
04.09.2016;07:00;1;3;3;0;0;0;0
04.09.2016;07:00;2;10;7;0;1;1;1
04.09.2016;07:00;3;5;4;0;0;0;1
04.09.2016;07:00;4;6;4;0;1;0;1
04.09.2016;07:00;6;0;0;0;0;0;0
04.09.2016;08:00;1;14;12;1;1;0;0
04.09.2016;08:00;2;6;6;0;0;0;0
04.09.2016;08:00;3;8;4;0;0;3;1
04.09.2016;08:00;4;4;4;0;0;0;0
04.09.2016;08:00;6;1;1;0;0;0;0
04.09.2016;09:00;1;7;7;0;0;0;0
04.09.2016;09:00;2;10;7;0;1;1;1
04.09.2016;09:00;3;16;13;0;0;0;3
04.09.2016;09:00;4;11;8;0;2;1;0
04.09.2016;09:00;6;1;0;0;0;1;0
04.09.2016;10:00;1;14;13;1;0;0;0
04.09.2016;10:00;2;16;14;1;0;1;0
04.09.2016;10:00;3;27;22;1;0;3;1
04.09.2016;10:00;4;12;10;0;0;1;1
04.09.2016;10:00;6;1;0;0;0;0;1
04.09.2016;11:00;1;36;35;0;0;1;0
04.09.2016;11:00;2;41;37;0;0;3;1
04.09.2016;11:00;3;59;54;0;0;3;2
04.09.2016;11:00;4;93;92;0;1;0;0
04.09.2016;11:00;6;1;0;0;0;0;1
04.09.2016;12:00;1;41;38;2;1;0;0
04.09.2016;12:00;2;60;54;4;0;0;2
04.09.2016;12:00;3;95;88;0;3;1;3
04.09.2016;12:00;4;73;72;0;0;0;1
04.09.2016;12:00;6;5;0;0;0;3;2
04.09.2016;13:00;1;63;60;1;1;1;0
04.09.2016;13:00;2;87;84;2;0;1;0
04.09.2016;13:00;3;172;163;3;1;2;3
04.09.2016;13:00;4;115;113;1;0;1;0
04.09.2016;13:00;6;6;0;0;0;3;3
04.09.2016;14:00;1;79;77;1;1;0;0
04.09.2016;14:00;2;93;89;1;1;2;0
04.09.2016;14:00;3;143;132;4;0;3;4
04.09.2016;14:00;4;135;132;1;0;1;1
04.09.2016;14:00;6;2;0;0;1;0;1
04.09.2016;15:00;1;81;80;0;0;1;0
04.09.2016;15:00;2;119;118;0;0;1;0
04.09.2016;15:00;3;161;153;1;1;3;3
04.09.2016;15:00;4;153;147;5;1;0;0
04.09.2016;15:00;6;6;0;0;0;3;3
04.09.2016;16:00;1;102;97;2;1;1;1
04.09.2016;16:00;2;110;105;4;0;1;0
04.09.2016;16:00;3;158;150;2;0;3;3
04.09.2016;16:00;4;133;131;1;0;1;0
04.09.2016;16:00;6;8;2;0;0;2;4
04.09.2016;17:00;1;78;76;1;1;0;0
04.09.2016;17:00;2;105;101;0;3;0;1
04.09.2016;17:00;3;139;125;4;4;3;3
04.09.2016;17:00;4;146;145;0;0;0;1
04.09.2016;17:00;6;6;0;0;0;5;1
04.09.2016;18:00;1;109;105;3;0;1;0
04.09.2016;18:00;2;81;77;2;1;1;0
04.09.2016;18:00;3;166;152;6;3;2;3
04.09.2016;18:00;4;167;158;3;4;2;0
04.09.2016;18:00;6;6;1;0;0;2;3
04.09.2016;19:00;1;101;98;1;1;1;0
04.09.2016;19:00;2;90;85;1;2;1;1
04.09.2016;19:00;3;142;132;1;3;2;4
04.09.2016;19:00;4;132;124;2;3;1;2
04.09.2016;19:00;6;5;0;0;0;2;3
04.09.2016;20:00;1;110;107;0;2;1;0
04.09.2016;20:00;2;108;102;1;1;3;1
04.09.2016;20:00;3;131;124;0;0;4;3
04.09.2016;20:00;4;139;131;2;2;2;2
04.09.2016;20:00;6;1;0;0;0;1;0
04.09.2016;21:00;1;93;90;1;2;0;0
04.09.2016;21:00;2;92;92;0;0;0;0
04.09.2016;21:00;3;112;103;2;1;3;3
04.09.2016;21:00;4;93;92;0;0;1;0
04.09.2016;21:00;6;7;0;0;1;4;2
04.09.2016;22:00;1;55;55;0;0;0;0
04.09.2016;22:00;2;49;47;0;1;1;0
04.09.2016;22:00;3;69;62;0;1;4;2
04.09.2016;22:00;4;51;48;0;2;0;1
04.09.2016;22:00;6;3;0;0;0;2;1
04.09.2016;23:00;1;29;28;0;0;1;0
04.09.2016;23:00;2;17;16;1;0;0;0
04.09.2016;23:00;3;47;41;0;1;3;2
04.09.2016;23:00;4;26;22;0;1;2;1
04.09.2016;23:00;6;1;0;0;0;0;1
04.09.2016;24:00;1;10;10;0;0;0;0
04.09.2016;24:00;2;13;10;0;0;3;0
04.09.2016;24:00;3;19;14;0;0;2;3
04.09.2016;24:00;4;20;18;0;0;0;2
04.09.2016;24:00;6;0;0;0;0;0;0
05.09.2016;01:00;1;7;6;0;0;1;0
05.09.2016;01:00;2;3;3;0;0;0;0
05.09.2016;01:00;3;14;10;0;0;2;2
05.09.2016;01:00;4;5;4;0;0;0;1
05.09.2016;01:00;6;0;0;0;0;0;0
05.09.2016;02:00;1;4;4;0;0;0;0
05.09.2016;02:00;2;2;1;1;0;0;0
05.09.2016;02:00;3;1;0;1;0;0;0
05.09.2016;02:00;4;4;4;0;0;0;0
05.09.2016;02:00;6;0;0;0;0;0;0
05.09.2016;03:00;1;0;0;0;0;0;0
05.09.2016;03:00;2;0;0;0;0;0;0
05.09.2016;03:00;3;2;1;1;0;0;0
05.09.2016;03:00;4;2;1;1;0;0;0
05.09.2016;03:00;6;0;0;0;0;0;0
05.09.2016;04:00;1;1;1;0;0;0;0
05.09.2016;04:00;2;2;2;0;0;0;0
05.09.2016;04:00;3;4;2;1;1;0;0
05.09.2016;04:00;4;3;1;1;0;1;0
05.09.2016;04:00;6;0;0;0;0;0;0
05.09.2016;05:00;1;0;0;0;0;0;0
05.09.2016;05:00;2;1;1;0;0;0;0
05.09.2016;05:00;3;6;6;0;0;0;0
05.09.2016;05:00;4;1;1;0;0;0;0
05.09.2016;05:00;6;0;0;0;0;0;0
05.09.2016;06:00;1;7;7;0;0;0;0
05.09.2016;06:00;2;14;8;0;0;3;3
05.09.2016;06:00;3;7;4;0;1;2;0
05.09.2016;06:00;4;13;10;0;3;0;0
05.09.2016;06:00;6;0;0;0;0;0;0
05.09.2016;07:00;1;57;48;4;3;2;0
05.09.2016;07:00;2;80;69;1;6;2;2
05.09.2016;07:00;3;49;32;3;5;5;4
05.09.2016;07:00;4;72;61;1;4;6;0
05.09.2016;07:00;6;13;1;0;2;4;6
05.09.2016;08:00;1;64;53;5;4;1;1
05.09.2016;08:00;2;165;151;7;5;1;1
05.09.2016;08:00;3;125;94;6;10;10;5
05.09.2016;08:00;4;185;162;7;11;4;1
05.09.2016;08:00;6;17;0;0;1;10;6
05.09.2016;09:00;1;82;65;8;7;1;1
05.09.2016;09:00;2;128;115;4;4;5;0
05.09.2016;09:00;3;149;114;11;11;5;8
05.09.2016;09:00;4;238;209;10;13;2;4
05.09.2016;09:00;6;12;0;0;1;5;6
05.09.2016;10:00;1;72;59;6;6;1;0
05.09.2016;10:00;2;99;84;5;8;2;0
05.09.2016;10:00;3;176;141;11;10;7;7
05.09.2016;10:00;4;223;205;10;6;1;1
05.09.2016;10:00;6;15;0;0;2;9;4
05.09.2016;11:00;1;114;98;7;7;2;0
05.09.2016;11:00;2;152;137;6;7;2;0
05.09.2016;11:00;3;296;259;10;13;7;7
05.09.2016;11:00;4;317;288;11;12;2;4
05.09.2016;11:00;6;8;0;0;1;3;4
05.09.2016;12:00;1;120;112;2;4;1;1
05.09.2016;12:00;2;154;146;4;4;0;0
05.09.2016;12:00;3;330;297;10;9;8;6
05.09.2016;12:00;4;344;325;8;8;1;2
05.09.2016;12:00;6;15;1;0;2;5;7
05.09.2016;13:00;1;157;141;6;10;0;0
05.09.2016;13:00;2;153;146;1;3;1;2
05.09.2016;13:00;3;383;341;21;7;7;7
05.09.2016;13:00;4;372;334;17;16;2;3
05.09.2016;13:00;6;11;0;0;0;5;6
05.09.2016;14:00;1;148;128;5;13;2;0
05.09.2016;14:00;2;151;142;4;3;2;0
05.09.2016;14:00;3;408;369;10;11;10;8
05.09.2016;14:00;4;340;313;11;14;1;1
05.09.2016;14:00;6;14;2;0;2;5;5
05.09.2016;15:00;1;170;151;6;12;1;0
05.09.2016;15:00;2;171;156;6;8;1;0
05.09.2016;15:00;3;402;363;7;14;9;9
05.09.2016;15:00;4;310;285;14;10;1;0
05.09.2016;15:00;6;12;1;0;0;5;6
05.09.2016;16:00;1;293;276;9;6;2;0
05.09.2016;16:00;2;193;182;5;4;2;0
05.09.2016;16:00;3;464;433;6;11;9;5
05.09.2016;16:00;4;337;325;4;6;1;1
05.09.2016;16:00;6;18;1;0;3;8;6
05.09.2016;17:00;1;262;251;7;2;2;0
05.09.2016;17:00;2;174;167;0;5;2;0
05.09.2016;17:00;3;424;394;5;10;8;7
05.09.2016;17:00;4;275;264;2;8;1;0
05.09.2016;17:00;6;16;3;0;2;6;5
05.09.2016;18:00;1;184;177;2;4;1;0
05.09.2016;18:00;2;158;151;0;5;2;0
05.09.2016;18:00;3;331;307;2;8;6;8
05.09.2016;18:00;4;364;349;6;3;3;3
